text	label
i love when people ignore me happy jk	1
at least the line in the book store be not long . - -	0
why on earth be spurs trend !	0
our friend at the fowler house in quincy love bawstins so much they may be add it to their favorite dish . look out its gon na be awesome !	0
i hate to bring my cell phone with me when i go to the bathroom .	0
i love hear the shot from the shoot range all day ahha lie tell on twitter	0
love an on field argument with user fuck off you cunt you fuck off nice header nice kick	0
i love go into work at 4:30 in the morning it s go to be a long day	1
`` well she be pretty ! fifty shade of pretty ! `` user user user	0
brain say he will not be make anymore transfer sad excite	0
user yup . they deserve this win .	0
user hahaha man gota have his slice yo !	0
i actually do something with my hair today first time in month weird d	0
i just love all this rain	0
be awake this early to pack up my stuff and move room suck . but on the plus side , fair today ! : grin face with smile eye : so excited : persevering face : carni life	0
ap government be the most exciting class i have ever take ! : party popper : note on note on note	0
tyga feat . kirko bangz out this bitch	0
love work on my last day of summer .	1
its late and its still so crowded . .	0
i do not know what to do with my life besides get high and make music	0
user lookin forward to satday as well nothin quite like a 5.20 kick off	0
morning people . roadtrip today . unfortunately that mean sit in the car with my family for 3 or 4 hour . yay !	1
those dream be beyond f - ed up last night . great start for the day : pensive face :	1
i just love when dawson decide he ' s hungry at 5:00am why be you awake dude	0
joseline need to be restrict !	0
user user انا مقتنع براى وهقنعك وممكن بكره القيكى بتتجوزى laugh 	0
user have an ex who work at vnu . fantastic fact	0
user yea dawg let go .	0
feel like i get this under control somewhat	0
user well i guess because they be miss pleasure p .	0
you know that moment of satisfaction when you finally understand math ? yeah , me neither .	0
didnt sleep lot last night , good thing my computer be down and i get to do nothing at work . piss	1
neighbour come round2say they r away for2weeks ! i reply `` do you want me to put bin out ? oh no you leave them out all week anyway ! ``	0
user at 21 he look to have a lot of potential and can only get good , a good signing for the long term at villa	0
my work ethic tonight be on a different level . it ' ll wait till tomorrow	0
user user great to see you there , chap . love your work . hope to see you again soon . poetry power	0
stress and school hasnt even start should be a good year	1
“ user : `` a self - checkout attendant have be notify to assist you . `` ” user	0
get pull over be a great way to start my morning !	1
love be up early after get no sleep	1
nothing for me to do - -	0
this lab class boring af	0
user buwas happy pero d pak sure kun show na geap i2 ha rob .	0
i have get to get my money back this time : money bag : : maple leaf : : ok hand :	0
“ user : `` a self - checkout attendant have be notify to assist you . `` ” user	0
you know that moment of satisfaction when you finally understand math ? yeah , me neither .	0
 money for jooao moutinho . no value in the market .	0
if you appreciate my nerdy tendency the love be real	0
since pretty little lair be do , what be i gon na do on tuesday ' s ? : fearful face : : sad but relieve face :	0
good job student finance be on top of thing as per didn t want money anyway not guna get mw down	1
ill probably be a while u diks	0
user speak for yourself sir ! i be excel in this class	0
tunggu the absurd story keluar !	0
user how ' d you do that ? hahaha	0
the united state be a signatory to this international convention .	0
that ' s so nice of you .	0
i love that im wide awake with him sound asleep next to me wish i could sleep	1
gee wiz what a great day so far . you can cut the tension with a knife and they think im fake great .	1
feel good this morning happy 	0
i say i be go to be productive today , right ? pfft , do not happen yet	0
i wan na be your secret love .	0
8 th grade orientation tonight always fun	0
omg most insane matriculants , we rather play soccer than study 4 prelim laugh user , user , user , user , soccer 4 lyf : heart suit :	0
unmukt ' s lawyer have misunderstand the rte , as be degree & diploma home - deliver . user	0
yeah , you all sure do keep it classy bust	0
i can not even wait to go sit at this meeting at the highschool	1
no ride to school today , goodthing	0
off to jamaica manana ! even though this trip be not precipitate by the best circumstance , i be look forward to be home with fam happy 	0
user it ' s mint	0
gee wiz what a great day so far . you can cut the tension with a knife and they think im fake great .	1
“ user : you miss me , but you do not even try to talk to me ? okay . ” . / 3	0
so i accidentally take over the whole room and now i be try to make room for my roommate . who be come tomorrow btw . rush	0
a little nervous to start school : squint face with tongue : 5 class in one day should be fun .	1
user well i guess because they be miss pleasure p .	0
hahaha . wenger be a fucking genius . giroud be d only striker leave in arsenal . lmao . !	0
even more breaking shock news : chelsea and barcelona have agree on a money fee for lionel messi ! more to follow ! itk agent ``	0
dude u be 3 hr late , do somn abt botho f yall rt `` user user & his inability to keep to time ? even wen i be 3 hour late ! ``	0
so excited for school ! jk h8 school	1
fuck the police from every possible direction	0
i love when people ignore me happy jk	1
you know what i love do ? rehash old argument .	1
i love find out who your true friend be . it ' s seriously just the best . happy 	0
that plan to go to bed earlier in preparation for school go well .	1
so a ' friend ' do not have time to talk to me , but have time to talk to other people . lovely .	0
i wan na be your secret love .	0
bump that music . i m try to sleep	0
the average man could not handle my haircut	0
man city be foolish for lose de jong . however much of a thug he be , he ' s a good player than milner and barry	0
user yes , actie loopt tot 24 augustus ! laugh 	0
user user i wudnt say funny lmao !	0
user user hopefully not a stranger car . happy 	0
be awake this early to pack up my stuff and move room suck . but on the plus side , fair today ! : grin face with smile eye : so excited : persevering face : carni life	0
i love how all your tweet and instas be so original people pleaser : thumb down :	0
love get home from work know that in less than 8 hour you be get up to go back there again .	1
didnt sleep lot last night , good thing my computer be down and i get to do nothing at work . piss	1
user put me in the best mood ever heart 	0
this boy have rosary bead tattoo on him but he be muslim ?	0
bump that music . i m try to sleep	0
i dnt realy giv a fuck and my excuse be dat i be yung n fre $ h : smiling face :	0
apple manage another victory against wwa . all the wrestler find infringe on apple ’ s bounce back pattern .	0
well , today have start of to a wonderful start .	0
`` everything happen for a reason `` . yeah i just fall down the fucking stairs so i go to hospital on purpose . .	1
pretty excite about one of the activity tom & i come up with for veteran training . surprise .	0
woo best part be the library tour	0
user : only take you 14 min to decide ? i can only hope you give the dnc equal time .	0
no my roommate play out of tune zeppelin song right outside my door isnt annoy . not at all sigh	1
user user i wudnt say funny lmao !	0
goodnight beautiful people happy 	0
re - mf - tweet “ user : i be so proud of our graduate class . ”	0
why on earth be spurs trend !	0
from hanamasa with mum family . whadda great moment happy menu for today : 4 sehat 5 semaput laugh gagal diet	0
principle of business be so fun . : unamused face : : z :	0
i want us to get caught !	0
oh dang , i be soo happy you be soo in love now . ya know , consider that a week ago you be not together .	0
you jog ah ? no la i dance * start dance *	0
user i know i ' d heard that name somewhere !	0
love to everyone i spend carnival with , it be special , it be so live !	0
that ' s so nice of you .	0
feel like i get this under control somewhat	0
can not wait to play tonight	0
user la po bang shedule of show dito sa abu dhabi ?	0
thank you alarm clock for never go off . hate be late	1
while i be work for that . yeah ! “ user : user - `` my hand almost get cut up today . `` ”	0
chill night , good laugh . very much need . break night watch a movie w / my love . goodnight tweethearts kiss 	0
yeah , you all sure do keep it classy bust	0
lmfao “ user : user i be just die for the same reason lol ”	0
user yes , actie loopt tot 24 augustus ! laugh 	0
`` everything happen for a reason `` . yeah i just fall down the fucking stairs so i go to hospital on purpose . .	1
i constantly see tweet about arsenal on twitter . thanks for keep the world update user & user . huge arsenal fan	0
really my mind be the only thing thats up right now .	0
have not be able to sleep , so i have be play word with friend and angry bird all night . what a thrill life i lead .	1
user so nice of moron to come to your twitter account and spread their ignorant shit all over it , yeah ?	1
god that shower felt so gud .	0
i hate this class .	0
bump that music . i m try to sleep	0
user r u aware ur little brother watch pll with ur sister . he be tell my sister all about it	0
hoam rt user : we live in a world where lose your phone be more dramatic than lose your virginity .	0
love the political advice on twitter . get inform	0
user i do not have chance so i be get them tomorrow , i will let you know then xx	0
twitter be fun today transfer deadline day	0
thanks for make me feel important . if only you understand .	0
love when the internet go down at work ! not	1
“ user : you miss me , but you do not even try to talk to me ? okay . ” . / 3	0
i love when i be do dish at work & the water spill all over me , its the best .	1
unmukt ' s lawyer have misunderstand the rte , as be degree & diploma home - deliver . user	0
yay it ' s 3 hour clinical day . i be so freaking excited i can not stand it .	1
do not study for the quiz tomorrow in english : face scream in fear : yolo rebel : face with tear of joy :	0
user hahaha yes ! thank you bro . that deserve a rt	0
joseline need to be restrict !	0
: frowning face : `` user : there be almost 5,000 god be worship by humanity . ``	0
nothing for me to do - -	0
i want us to get caught !	0
may that all thing go good today at dacula high school . no drama lol	0
user buwas happy pero d pak sure kun show na geap i2 ha rob .	0
user do not forget that nick foles be also the new tom brady . what a preseason ! toomanystud q b thank god we don t have tebow	0
i feel so much good and my voice be semi - normal .	0
i be incredibly annoyed that i be gon na have to sit through lunch during 4 th and 5 th this year . i will probably just stay in class and be a nerd	0
long long amazing line at security ! wonderful start to the long weekend can ' twait hungry airportat 5 be	0
a quick swipe with a sharp edge , you cut me apart and leave me for dead . no wonder they call you razor blade	0
absolutely love be leave to hang	1
so excited for this cross country meet ! anything or cross country	0
naughtynoonoo1 thanks for follow me on twitter !	0
ill probably be a while u diks	0
leicester later with jess laugh 	0
thanks man ! user user user user user user user user user user	0
user i know i ' d heard that name somewhere !	0
my favourite pre - work job : fix a puncture bike tyre .	1
norwood day . date 	0
homework be so fun ! not really	1
user yuu have a good day to	0
get ta love work till 5 be on a 15 hour shift	1
user oh lucky ! i have 2 class and 1 lab but text me happy 	0
what wonderful weather we be have right now .	1
let us show everybody just how good we be tonight d user user user user user user user	0
you be my kryptonite ! heart rt al je dit herkent ( ( ( one direction )	0
user yay * insert ' always look on the bright side of life ' joke here * tong 	0
just saw sara and ellie in cornwall laugh 	0
rrg my teeth ache so much ! oh well anything for straight teeth .	0
this dude really need to ask me to homecoming soon . - -	0
“ user : `` a self - checkout attendant have be notify to assist you . `` ” user	0
joseline need to be restrict !	0
user well i guess because they be miss pleasure p .	0
no shame in that .	0
if you be go into highschool and cant do at least 4 pirouette you obviously go to a fantastic studio	1
woo ! when you be up to 12:30 finishing you be english paper !	0
feel good this morning happy 	0
morning people . roadtrip today . unfortunately that mean sit in the car with my family for 3 or 4 hour . yay !	1
principle of business be so fun . : unamused face : : z :	0
spend the night in na . woo	0
so happy to be at work	1
sometimes i can not tell if user be serious or not 	0
user thats just who i be annoyed i help people in time like thesee	0
its my birthday bitch . who ' s gon na start suck my dick and who ' s gon na start suck my ball ?	0
time to get excite for hydraulics ! yeah buddy !	0
user if your dad will let you sit there fade poster	0
summer over and it be shit . only sunny day be a bbq in north west with user and user hahaha amazing	0
love to everyone i spend carnival with , it be special , it be so live !	0
user well do for understand kayla ! your a dickhead happy 	0
i love when my retainer be super tight and make me talk so attractively ! not major lisp	1
7am - 7pm on date . hat off ma ' be soriano .	0
current event , us history , spanish and english . my night gon na be so much fun .	0
its my birthday bitch . who ' s gon na start suck my dick and who ' s gon na start suck my ball ?	0
dude u be 3 hr late , do somn abt botho f yall rt `` user user & his inability to keep to time ? even wen i be 3 hour late ! ``	0
i be well aware jesus do not care if i give you a discount on your church van rental . it ' s call missionary problem	0
user i do not have chance so i be get them tomorrow , i will let you know then xx	0
be awake this early to pack up my stuff and move room suck . but on the plus side , fair today ! : grin face with smile eye : so excited : persevering face : carni life	0
from hanamasa with mum family . whadda great moment happy menu for today : 4 sehat 5 semaput laugh gagal diet	0
get pull over be a great way to start my morning !	1
it seem too early for this to be call an instant classic but gophs / unlv be all that .	0
be it weird that `` over my dead body `` use to make me cry ? juss the chorus thoo . haha	0
1 be and i can already tell today will be a great day	0
i choose brown sugar mini wheat	0
that plan to go to bed earlier in preparation for school go well .	1
i miss user ! need to see you heart 	0
i get distract way to easily	0
lay in the dark : beaming face with smile eye : : smirk face :	0
get pull over be a great way to start my morning !	1
happy birthday user . i miss you hope , you enjoy your day !	0
`` user : “ user : the bus today lol ” wink `` asshole wink 	0
user what up boo ?	0
and the dream would go on and on while we sway against all thing thrown our way . np	0
user hahahahahahahahaha ! : ' l oh i just love you so much for put this on twitter -.- wink 	0
put it on em , make em wan na marry me bitch shutup with all that shit . !	0
what beautiful passport photo i just take vom	1
since pretty little lair be do , what be i gon na do on tuesday ' s ? : fearful face : : sad but relieve face :	0
stress and school hasnt even start should be a good year	1
that plan to go to bed earlier in preparation for school go well .	1
you know what i love do ? rehash old argument .	1
naughtynoonoo1 thanks for follow me on twitter !	0
rat go to sleep ugh	0
my girl , you can even get a large & cheese lol rt user dreams2realit lmfao what ' s good * grab purse * leh ' go	0
user so nice of moron to come to your twitter account and spread their ignorant shit all over it , yeah ?	1
my leg be so sore . and i have sunburn on my scalp . band camp be get off to a great start .	1
every dark light be follow by a light morning . good morning and do not forget to be awesome !	0
hate when people think its ok to take your anger out on someone bc others piss them off . not cool at all	0
user hahaha man gota have his slice yo !	0
user reply via bbm ya renee hihi	0
lmfao cinnabon follow me : face with tear of joy :	0
user i do not have chance so i be get them tomorrow , i will let you know then xx	0
tweeter ? twit ? austin and ally sure be creative . omg i have to twit	0
my career be gon na be digital art and photography	0
bring it on exam ! on monday pa happy hehe	0
unmukt ' s lawyer have misunderstand the rte , as be degree & diploma home - deliver . user	0
this weekend be gon na fuck suck can t wait	1
the natalee holloway movie make me wan na cry : sad but relieved face : : sad but relieve face : : sad but relieve face : : loudly cry face : : loudly cry face :	0
7am - 7pm on date . hat off ma ' be soriano .	0
user user i think it be our amazing teacher	0
tyga feat . kirko bangz out this bitch	0
user good you will save more money that way	0
leicester later with jess laugh 	0
user yup . they deserve this win .	0
school be go by fast until all you fuck niggas go back .	0
this lab class boring af	0
hate when people think its ok to take your anger out on someone bc others piss them off . not cool at all	0
user how ' d you do that ? hahaha	0
too bad she ' s not that good at play the gay part of her character . pll	0
do not study for the quiz tomorrow in english : face scream in fear : yolo rebel : face with tear of joy :	0
awsome homework on the first day . that ' s just what i want	1
haha wow it ' s amaze how some senior can leave after fourth period jealous : loudly cry face : : sad but relieve face :	1
so happy to be at work	1
i just love miss the bus ! : smile face :	1
tyga feat . kirko bangz out this bitch	0
user put me in the best mood ever heart 	0
you jog ah ? no la i dance * start dance *	0
user r u aware ur little brother watch pll with ur sister . he be tell my sister all about it	0
do not study for the quiz tomorrow in english : face scream in fear : yolo rebel : face with tear of joy :	0
just love get lie to !	1
user lookin forward to satday as well nothin quite like a 5.20 kick off	0
user cop would never do anything illegal or wrong though	0
i will sell any ku student my extra first home game ticket for this weekend ! hit me uo if u want it . gotts be a student .	0
user lol . you get it in one happy , bed now night monkey see you some time soon at worky woo	0
i just love when dawson decide he ' s hungry at 5:00am why be you awake dude	0
woo best part be the library tour	0
lol i just notice that i be so unhappy with u before lol	0
feel like i get this under control somewhat	0
sayin `` what a day `` would be an understatement right now	0
i miss user ! need to see you heart 	0
get pull over be a great way to start my morning !	1
lmfao cinnabon follow me : face with tear of joy :	0
so excited for this cross country meet ! anything or cross country	0
“ user : i could not tell you the key to success , but the key to failure be try to please everyone . ”	0
dear teva , thank you for wake me up every few hour by howl . your just try to be mother nature alarm clock .	1
to anyone still make the ' something about a picture of andy carroll . oh no wait , it ' s a horse ' joke ; stop .	0
“ user : all bwfc fan should support arsenal for the simple reason that they be title contender ” user	0
user speak for yourself sir ! i be excel in this class	0
user oh no way ! i have just have a cook breakfast on the bos . work benefit !	0
cabin in the wood udah release !	0
sit on bio class . excited ! joking bore	1
user i be do at 4 ish def text me if you be free after that !	0
user la po bang shedule of show dito sa abu dhabi ?	0
how u brag about tru jean and big screen tv and yo rent only 1.87 i be ball too	0
awe how cute . the kid at the bus stop coordinate their outfit today . it s not cute	1
yeah 3 homework assignment on the first day , that ' s whats up wink 	0
twitter be fun today transfer deadline day	0
it seem too early for this to be call an instant classic but gophs / unlv be all that .	0
woo best part be the library tour	0
i choose brown sugar mini wheat	0
`` everything happen for a reason `` . yeah i just fall down the fucking stairs so i go to hospital on purpose . .	1
user yup . they deserve this win .	0
user oh lucky ! i have 2 class and 1 lab but text me happy 	0
user haha yela2 p fokus piching tuh .	0
i just love get a random schedule change and not even know about it ! happy 	1
you jog ah ? no la i dance * start dance *	0
woah arsenal , do not make too many signing jesus ! let others buy player for once	0
user i be super excite for tomorrow morning .	0
at least the line in the book store be not long . - -	0
user come on boro ! but who the hell be carayol ?	0
i wonder if you smile at my text , like i smile at yours . : '' )	0
user yuu have a good day to	0
be that necessary ? thanks	0
feel like crap , tomorrow should be great . throat hurt allergy	0
i enjoy tweet user and not get a reply	1
you know what we could be together for life but you fuck me last nigth and i be drunk . , quote fake love	0
i really admire your maturity .	0
lol i just notice that i be so unhappy with u before lol	0
i be so glad it never rain in the whee .	0
i just love miss the bus ! : smile face :	1
my leg be so sore . and i have sunburn on my scalp . band camp be get off to a great start .	1
user maybe the pirate will pick him up ?	0
iframes be the way forward	0
anzhi join lfc , bsc young boy & udinese in group a of the europa league . bring them on , redmen ! ynwa	0
when i really wana sleep n ppl wana chat ✗	0
user send me your # baby girl	0
that plan to go to bed earlier in preparation for school go well .	1
this boy have rosary bead tattoo on him but he be muslim ?	0
cynical me see the trinity - spadina rid be mostly leave alone despite pop . growth because split it would not help the cpc . cdn poli	0
anzhi join lfc , bsc young boy & udinese in group a of the europa league . bring them on , redmen ! ynwa	0
my favourite pre - work job : fix a puncture bike tyre .	1
gon na have to do another unfollow spree later today , yeah , those be always fun . damn you follow limit	1
skim breast milk be one of the true perk of be a nicu nurse	0
i just love have my eye water when i sneeze .	1
put it on em , make em wan na marry me bitch shutup with all that shit . !	0
can not wait to play tonight	0
sayin `` what a day `` would be an understatement right now	0
first day of school . how exciting ! exhaust	0
just get my gorgeous boyfriend another prezzie he will love me forever user laugh x	0
i love when i be do dish at work & the water spill all over me , its the best .	1
booty call have successfully be complete laugh wow user	0
ada batunya iih ( σ ‾ ▿ ‾ ) - σ rt user : hem rt user : ~ ( ' o '~ ) ( ~ ' o ' ) ~ rt user : user aduh beuh parah omongannya !	0
user no kidding . it be brutal ! p . s what ' s your beef with warnie ? just because he bleach his teeth & us fake tan	0
re - mf - tweet “ user : i be so proud of our graduate class . ”	0
rrg my teeth ache so much ! oh well anything for straight teeth .	0
love be up early after get no sleep	1
`` well she be pretty ! fifty shade of pretty ! `` user user user	0
i be hop just a little more shit could hit the fan this week .	1
unmukt ' s lawyer have misunderstand the rte , as be degree & diploma home - deliver . user	0
yay for 4 and a half hour sleep . too tired need bed now	1
oh dang , i be soo happy you be soo in love now . ya know , consider that a week ago you be not together .	0
user come on boro ! but who the hell be carayol ?	0
watch the cuddleys user baby tv thats how we roll !	0
as long as we have memory , yesterday remain . as long as we have hope , tomorrow awaits . as long as we have friendship , it ' s never a waste ``	0
user user i think it be our amazing teacher	0
i have get to get my money back this time : money bag : : maple leaf : : ok hand :	0
i choose brown sugar mini wheat	0
i love it whenever my brother get up and turn on all the light .	1
user it ' s fun when i only understand percent of the word in your tweet !	0
user good job only me and you know what that mean lol	0
chill night , good laugh . very much need . break night watch a movie w / my love . goodnight tweethearts kiss 	0
can feel the foot pulsate . slow one . because my rest heart rate be circa 4 5 bpm .	0
i have get twenty minute to walk up a flight of stair . i sure hope i make it to my next class .	0
busy night in work . sheesh ! bed now then happy birthday to our babyk ! ( get ta stop callin her that . she start school next week ! ) sad 	0
i be about to fall asleep and i still have to babysit for 3 more hour	0
love get home from work know that in less than 8 hour you be get up to go back there again .	1
user well i guess because they be miss pleasure p .	0
jersey shore us cancel ? so sad	0
since pretty little lair be do , what be i gon na do on tuesday ' s ? : fearful face : : sad but relieve face :	0
can not wait to play tonight	0
wan na know how i know your gay ? because when the truth get out about you it get you hot . oops my bad yall know dam well idgaf	0
feel like i get this under control somewhat	0
you jog ah ? no la i dance * start dance *	0
wan na know how i know your gay ? because when the truth get out about you it get you hot . oops my bad yall know dam well idgaf	0
and on top of it all our power be out best day ever	0
lmfao “ user : user i be just die for the same reason lol ”	0
7am - 7pm on date . hat off ma ' be soriano .	0
you be drag down by the very people who claim they be try to inspire .	0
isnt there a similarity bwn sonia gandhi and bellatrix lestrange ? just ask	0
my tech class have 13 people in it . 10 of them be freshman . excitement	1
arrgghh my foot r kill me school uniform do new school shoe check coat bag lunch box bed early for me i think user	0
user reply via bbm ya renee hihi	0
i can not even describe how excited i be to go cook noodle for 3 hour	1
lay in the dark : beaming face with smile eye : : smirk face :	0
straighten my hair and its already curling and i have not even go outside yet . great	1
user user i ' dbe happy with sturridge , need a finisher . or maybe jamie hopkins , lol .	0
user engga jadi kan ! laugh abis aku on lewat hp jadi ngga bisa edit prof laugh 	0
`` fuck hate `` bumper sticker on 64 . so many small being have proudly read that to their parent . rva first word	0
and the dream would go on and on while we sway against all thing thrown our way . np	0
user make the semi pro team bruh run a 4.54	0
user be good ! they get my house phone work for 2 4 hr ! : angry face :	0
if my mom wasnt my mom i think i would snuff the shit outta her . - -	0
since pretty little lair be do , what be i gon na do on tuesday ' s ? : fearful face : : sad but relieve face :	0
i just love eight o ' clock class : unamused face :	1
i just love have my eye water when i sneeze .	1
they need to bring back the kwik - e - mart . lls	0
user nope , i can not stand to lick envelope either . yuck !	0
espn be disapionted that they didnt get the cfl game tonight . it be monday night after all mnf	0
my girl , you can even get a large & cheese lol rt user dreams2realit lmfao what ' s good * grab purse * leh ' go	0
first day of school . how exciting ! exhaust	0
summer over and it be shit . only sunny day be a bbq in north west with user and user hahaha amazing	0
that ' s so nice of you .	0
user ya im on my way now	0
booty call have successfully be complete laugh wow user	0
iframes be the way forward	0
user cop would never do anything illegal or wrong though	0
awkward eye contact be just fantastic	1
oh my gosh ! can you imagine user play piano on her tour while sing a song . i would die and go to heaven . she be an angel	0
its my birthday bitch . who ' s gon na start suck my dick and who ' s gon na start suck my ball ?	0
you be my kryptonite ! heart rt al je dit herkent ( ( ( one direction )	0
its late and its still so crowded . .	0
“ user : i could not tell you the key to success , but the key to failure be try to please everyone . ”	0
user plus it have a great new inspector !	0
you know that moment of satisfaction when you finally understand math ? yeah , me neither .	0
awkward eye contact be just fantastic	1
i will sell any ku student my extra first home game ticket for this weekend ! hit me uo if u want it . gotts be a student .	0
user user i ' dbe happy with sturridge , need a finisher . or maybe jamie hopkins , lol .	0
thanks user your tweet be great	0
user plus it have a great new inspector !	0
user pres . obama should have say `` freestyle ? be that like dressage on a bike ? ``	0
user put me in the best mood ever heart 	0
i love find out who your true friend be . it ' s seriously just the best . happy 	0
user yes , actie loopt tot 24 augustus ! laugh 	0
cynical me see the trinity - spadina rid be mostly leave alone despite pop . growth because split it would not help the cpc . cdn poli	0
what wonderful weather we be have right now .	1
`` fuck hate `` bumper sticker on 64 . so many small being have proudly read that to their parent . rva first word	0
tyga feat . kirko bangz out this bitch	0
thanks man ! user user user user user user user user user user	0
i just love when dawson decide he ' s hungry at 5:00am why be you awake dude	0
i be well aware jesus do not care if i give you a discount on your church van rental . it ' s call missionary problem	0
be that necessary ? thanks	0
tweet at work . have so much fun and honestly not bore at all countdown till finish	1
you know what i love do ? rehash old argument .	1
thank you alarm clock for never go off . hate be late	1
guy smoking in a smoke free part of campus . shame on them .	0
sit on bio class . excited ! joking bore	1
user i be super excite for tomorrow morning .	0
straighten my hair and its already curling and i have not even go outside yet . great	1
user yea dawg let go .	0
user and 3 gallon of seeman	0
1 be and i can already tell today will be a great day	0
projectrunway ven ur dress give ur model a 3 rd breast ! nice , just what every gal want ! u sure know design well than woman !	0
well orientation sure be go great	0
user be good ! they get my house phone work for 2 4 hr ! : angry face :	0
user come down for it , 3 week away	0
straighten my hair and its already curling and i have not even go outside yet . great	1
user hahahahahahahahaha ! : ' l oh i just love you so much for put this on twitter -.- wink 	0
some of these speaker @ the rnc be just to rivet to watch .	0
user pew yg rmai ?	0
cynical me see the trinity - spadina rid be mostly leave alone despite pop . growth because split it would not help the cpc . cdn poli	0
god that shower felt so gud .	0
user haha yela2 p fokus piching tuh .	0
user do not forget that nick foles be also the new tom brady . what a preseason ! toomanystud q b thank god we don t have tebow	0
first day of senior year woohoo	0
arrgghh my foot r kill me school uniform do new school shoe check coat bag lunch box bed early for me i think user	0
user look awesome . how long do it take to paint ?	0
arrgghh my foot r kill me school uniform do new school shoe check coat bag lunch box bed early for me i think user	0
aw lindor close in the mall ? i wonder why it be always pack .	0
i wonder if you smile at my text , like i smile at yours . : '' )	0
i keep wake up and fall back to sleep	0
just love get lie to !	1
a little nervous to start school : squint face with tongue : 5 class in one day should be fun .	1
user speak for yourself sir ! i be excel in this class	0
`` user : this peom `` if `` that neves want us to write a constructive response about make no sense . be this a joke `` ikr ? !	0
i hate this class .	0
my career be gon na be digital art and photography	0
skim breast milk be one of the true perk of be a nicu nurse	0
today should be fun die	1
have not be able to sleep , so i have be play word with friend and angry bird all night . what a thrill life i lead .	1
i think reach for the star be the next single from user feature user . just look britney ' s last tweet	0
: frowning face : `` user : there be almost 5,000 god be worship by humanity . ``	0
user have an ex who work at vnu . fantastic fact	0
i want us to get caught !	0
user what up boo ?	0
hoam rt user : we live in a world where lose your phone be more dramatic than lose your virginity .	0
my oatmeal explode in the microwave . what a great start to my day !	1
at least the line in the book store be not long . - -	0
