text	label
yes . it describe an action without ascribe its form to its end result , outcome , whatever but strictly to a cause / s force / s in action . that be why ' selection ' be always teleological . in order to select or choose anything , an end must always be in view . there must always be a volitional discrimination of option base upon a criterion dictate by the desired end . the only time `` channel `` becomes teleological be when something live [ a human or a beaver , let us say ] intententionally do the channeling . but since it be understood that mechanical force can also ' channel ' , unintentional , out of simple mechanic , the word channel can not be call teleological . in the same way , ' sort ' can be consider non - teleological , hence mechanical , and thus suit to your glossary , because thing can be sort by mechanical force alone . but ' selection ' always require volition and awareness . so ' selection ' be always teleological .	0
so you be say that god be a `` respector `` ? - of - person - iow , the mom ' s `` more `` - important to god ? than the unborn .	1
if our gun be mearly popguns as you just describe them , then why do you want to take them from us so badly . maybe you be consider a life of crime as a carrer , and your afraid of be shot , be that whats really go on here .	1
again , we never say that a human fetus be a different specie .	0
exactly . it seem that anyone can dream up hypothesis in evolutionary psychology . here ' s what coyne say :	0
do this seem a little ironic to anyone else ? either become intoxicate be acceptable or it be not , why do the method make one acceptable and practitioner of the other `` loser `` ? for the record i do not drink , smoke or partake of illegal drug .	1
but you too be a figment of my imagination , and you only think you be a giant alien dream about this world because i imagine you as such . you can not disprove this either .	1
well , thank you for this thread santafeur . i must say though that i peruse various thread just to read stuff . the c v . e topic do not strike a nerve with me . in fact , i also wonder what it be about the human mind that make people so desperate to want to know how we come about . what difference do it make ? we be here now . could we possibly just accept that we get here somehow , and just move on ?	0
you mean your hypothetical i presume ? murder violate the right of the murder by relieve them of their life . that ' s why it ' s illegal . you be a bit slow i see .	1
right . it be throw out of school back in the 1 9 6 0 s , and again in the 1 9 8 0 s when attempt be make to dress creationism up in the jargon of science and call it `` creation science . ``	0
you know , that sound exactly what you be do . i guess you be as foolish as they be .	0
i think i , and the other member of what i will call the `` scientific community `` , must be masochist of sort as well , we continually return to these thread and bang our head against mind that be stone wall - completely impervious to reason or logic . i think , no , i know , that there be two main reason why i return to these thread . the first one be simple , i be amaze at the scientific illiteracy of the average yec , especially when science be often their justification for belief . the second and major reason be simply my fascination with how the mind of the creationist work . their desperation to justify their faith be so powerful it drive them to completely abandon mainstream science and logic in favour of an isolated coccoon of reality . the insecurity in their faith that the entire pseudoscience of creationism betrays be the most ironic part . as you say , most quickly realize that they be in over their head , that what they have be tell in their church do not stand up to scrutiny in the real world . so , rather than continue down a path that will bring them no good , they retreat and bury their head in the comforting sand of `` not know any good `` . however , there always seem to be one or two that be so deeply entrenched , that they simply can not retreat , they have get too much invest . the psychology , more than the science , be fascinate to me . waxy	0
and the mall plainly have `` no gun allow `` sign display at all the entrance , mean the shooter break the law when he bring his gun in and start shoot . now , find me a school massacre that take place where conceal carry be actually legal on campus .	0
by remove you mean kill the innocent of course , which be different to imprisonment of the criminal .	0
you mean `` no ! sex `` , ' til you want * response - ably * to nurture a baby . what novel idea !	1
oh ! and i just finish breakfast . can anyone say , `` fly by ! ``	1
so you refuse to engage in an informal debate on the topic , but you all of a sudden be itchin ' for a formal debate ? how about you make the challenge ?	1
and what do marc do ? try to change the subject .	0
amen ! punish the whore ! if she would have just have the kid she would discover what we all know . that the child would have be love and protect give a nurturing home by her because she be not really smart enough to know what she want . she must have the kid , when it arrive all will be well ! we just know it !	1
it ' s possible that archaeopteryx be not a direct descendant of modern bird but it ' s certainly not far from the line and it share both avian and therepodian characteristic .	0
thing like future proof of a young earth - evolution need billons of year . or proof of severe weather condition that would destroy the evolutionary process . life on earth dy completely if it get out of a fairly narrow temperature range , any time during those billion of year .	0
and certain version of mark : 1 5 he say to them , “ go into all the world and preach the good news to all creation . 1 6 whoever believe and be baptize will be save , but whoever do not believe will be condemn . 1 7 and these sign will accompany those who believe : in my name they will drive out demon ; they will speak in new tongue ; 1 8 they will pick up snake with their hand ; and when they drink deadly poison , it will not hurt them at all ; they will place their hand on sick people , and they will get well . ” be they mistakenly read this ?	0
so a free society be one where the goverment do not have tab on their citizen ? how could then the goverment work when it do not know who they actually govern ? the foundation of economics be that you have correct data , else it ´ s the beginning of corruption not freedom . and since when be there a dichotomy between freedom and socialism ? further how do the usage of identification ease the round up of suspect ? wouldn ´ t it be rather more risk to be round up if you couldn ´ t identify yourself and thus automatically become suspect than be able to and take yourself out of the calculation ?	0
as the great spock say logic dictate that logic need not apply in this situation .	1
please stop demonstrate your complete inability to understand evolutionary theory . how be texas stadium meaningful in the population of the earth ? do various blimp pilot who soar over texas stadium have good sexual success than you ? you seem to be a bit of a sad sack .	1
actually they do . whether or not you think they should be another matter entirely . do you not notice where the article come from ? from a paper in india . i also find article on the same subject from paper all over the country as well as in other country such as romania . save your snobbery for someone else .	0
technically , all syllogism need two premise , first of all . `` step two `` and `` step three `` be a dilemma , not separate step . learn to read . dilemma : you only read scenario 1 , which be : step two - god can create a rock he can not lift - step three - god can not lift the rock conclusion - god be not all powerful scenario two be - god can not create such a rock - therefore , there be something god can not do - therefore , god be not all - powerful the only case in which god could truly be all - powerful be if he can somehow both create an unbreakable rock and then break it , which defy the law of non contradiction and be thus absurd . thus , the notion of all - powerfulness , which lead to such a notion , be also absurd .	0
all form of life ? animal life ? plant life ? the mold grow in your bathroom ?	1
shh sh it ' s ok mellow mellow mellow . relax you have manage to go from legalize gay marriage to a collapse of our legal system and the downfall of man ' s ability to reason and govern himself in two paragraph . maybe gay people would like to enjoy some of the happiness you get from your marriage and same as you that happiness be worth the oppressiveness incur as a result . you may have more in common with gay people than you think .	1
hmm . really , i think it be . and so do the pope .	1
pregnancy be always harmful to the woman ' s body . however , if the pregnancy be desire then the change be welcome by the woman . to a woman who do not want to be pregnant then those change be very unwelcome and be a bad thing . pregnancy be always harmful , but the perception of what be happen change depend on the woman . you do not understand that whether or not pregnancy harm the woman ' s body be objective , but whether or not the woman want the pregnancy anyway depend on the woman . you be mix the two .	0
just like you do with your astound ignorance of erosion ? fresh organic sample be just as old as century old time capsule because they be both on top of the ground ! where do you buy your south american villager dinosaur commercial art ? i ' d love to give some to the kid !	1
so atheist be capable of goodness , love , kindness , generosity and sympathy but they have no meaning unless one conform the the fundamentalist christian morality .	1
target shooting and handgun hunting , for starter . there ' s also self - defense , although not many people seem to have a great desire to defend themselves . if there ' s no legal use for a handgun , then why do all those cop carry them ?	1
it be bad then that they just do not get it . once you put some civil right on the ballot nothing be off limit . freedom of speech , religion , assembly ect . they be all up to be vote out of existence for an unpopular minority by the majority . they just do not get it .	0
really ! why not ? i be very interested .	1
the brady campaign whine more than they act . make handguns legal in chicago would not make them happy . send the national guard in would not make them happy . they do not have a solution for the problem , but they be right there to whine about it . they be just like the federal government ; they find something simple and complicate it .	0
the process of evolution have no scientifically know teleology and follow no know predestine plan . it do not teach that there can not be any such thing as teleology or forethought . this be where your mistake lie .	0
well , this guy be so bad ad arguing and so good at alienate people that if we send him into the abortion forum , it be likely , he ' d be so ineffective at defend his pro - life position thathe ' d actually be contribute to the pro - choice position . 	1
why be that propoganda ? it ' s exactly what you do .	0
maybe what they be say be `` grow some ball and practice civil disobedience by violate anti - constitutional law that threaten your safety .	1
 hey ! we agree on something .	1
and yet i alread show what the `` moral code `` of atheistic society have do for the world : ii 128,168 , 000 victim : the deka - megamurderers 4 . 61,911 , 000 murder : the soviet gulag state 5 . 35,236 , 000 murder : the communist chinese ant hill 6 . 20,946 , 000 murder : the nazi genocide state 7 . 10,214 , 000 murder : the depraved nationalist regime i 19,178 , 000 victim : the less mega - murderer 8 . 5,964 , 000 murder : japan ' s savage military 9 . 2,035 , 000 murder : the khmer rouge hell state 10 . 1,883 , 000 murder : turkey ' s genocidal purge 11 . 1,670 , 000 murder : the vietnamese war state 12 . 1,585 , 000 murder : poland ' s ethnic cleanse 13 . 1,503 , 000 murder : the pakistani cutthroat state 14 . 1,072 , 000 murder : tito ' s slaughterhouse iv 4,145 , 000 victim : suspect megamurderers 15 . 1,663 , 000 murder ? orwellian north korea 16 . 1,417 , 000 murder ? barbarous mexico 17 . 1,066 , 000 murder ? feudal russia	0
not if they give him the death penalty , then it ' s apeals till your ear bleed .	0
so it ' s the scientific community that set up communication within a society , and then the dumb old common peasant come along and screw it all up ? hahaha – sorry but i be not convince .	1
interesting sigline . let ? s explore it far . so , if i ? m a woman work in a high crime area of a city at night and carry a handgun for my protection because i ? m only 5 ? tall and 100 pound and couldn ? t engage in hand - to - hand combat with a 250 pound assailant , i ? m a coward ?	1
so then the law be flaw because criminal could just as easily get their hand on select firearm , ban or no ban . you have just admit that the bill do nothing and thus there ' s no justification for it to be reinstate .	0
and it be not the job of the school to teach anyone about your god . that be the job of the parent . if it be a good idea to teach about your god in the public school , it be also a good idea to teach about mine . how about wicca and islam . a good idea , right ? but if some creationists do not like their child learn science , then they should put them in their own `` christian `` school where they can become scientific illiterate who think that heliocentrism be a fact .	1
oh ! i get it ! abortion be fun , it be only a traumatic experience ( to kill your unborn son / daughter ) for `` unbalanced `` woman	1
`` one day you be go to realize that you be `` evangelize `` and `` witness `` have push far more people away from religion then have bring them in . `` `` you be not tell people about god , you be guilting them and put them down . you be draw an imaginary line that separate `` us `` from `` them `` , and you be cut yourself off from other people . when jesus `` evangelize `` ( i believe with all my heart he would hate that word ) , he make honest friend , not with the purpose to `` convert `` them . he do not hand them a track and scare them into be a christian . no wonder people hate christian , for god ' s sake i be start to hate christian . `` maybe you should follow your own advice . jim : yes , god love saddam but he hat the way he be act .	0
first of all . excuse me for my english write - skill . be a norwegian citizen with free universal healthcare , it be pretty hard to understand why many of you american be so afraid of a little more govermental influence in the healtcare - business . everybody know that healthcare cost money . so why accept that a large ammount of your money be go right in the pocket of the insurancecompanies ? shouldn ´ t your money result in healthcare and not in profit for some greedy company ? to be honest i ´ m happy to be norwegian instead of american . when i get sick i can go to any hospital and get the best treatment available without have to worry about the cost . what ´ s wrong with that guy ? of course it come at a price . we probably pay high tax than you . but i do not pay for insurance , and bottom line i think most people be good off this way . at least i ´ m get healthcare for my money without support insurancecompanies that make a profit out of people health - issue . any comment ?	0
you know what they call people like you ? victim .	0
 lol . “ bat have not evolve in million of year ”	1
because self - defence , unlike most other ' reason ' , automatically allow all citizen firearm access , and in most case allow firearm ace without mandatory training / evaluation . when this occur , you be much more likely to get misuse of firearm . if you read around you will see that i consider all right as needing justification . this come both from my stance as a relativist and as a uk citizen , where there be no formalised constitution . ask yourself this - if a right can not be justify , why should it be treat as a ' right ' ?	0
i think you be the same person as usa all the way and again . you have no right to talk about murder because you murder the english language everytime you post . and no . the baby do not belong to god because there be no baby and i do not know if there be a god or not . btw . i be not go to incubate something in my body because of you think it ' s wrong because someone who may or may not exist say so .	0
neither be yours . * gee * gasp amazement realization thistownwilleat -	1
how the hell can you narrow it down to three ? the competition in the entire top ten be fierce .	1
well , all i can say then be that no action be just about as bad as failed action , and be as bad in term of anything current . either way you do not have gay marriage . you have a majority in congress right now , and you be not demand much change just because of fear of backlash ? yeah , there would be backlash . heck , the civil war be the ultimate backlash , but that do not stop abolitionist from demand more than token change , and it ' s a good thing they do . it ' s your gig , though , so do what you want . i do not see much point in labor this discussion any more ; i be just point out my observation .	0
no it do not , as abortion be a legal option in this case . this be not a legality issue , but an education issue .	0
well , here be my take on it . i really believe that only the truly evil end up in hell . those like hitler . i think that anyone else go to heaven - wiccan , atheist , buddhist , etc . - anyone who follow christ ' s message of love , tolerance , and acceptance , whether knowingly or not . those who preach hate , and those who act on that hate , like hitler , the k , and any other person / person fill with hate ( sad to say , this seem to apply to our own friend archie here ) be the one who will end up in hell .	0
oh i be so sure that ' s the case . `` well the economy ' s at the bad i have ever see and i do not have a job and can not possibly provide a living for my family and we be in danger of lose our house and living on the street , but i do not think i will save us all a lot of pain and agony because i do not have a gun meaning that it ' ll just be too much work to kill ourselves . `` yeah right , like a lack of have a gun would have keep this family from die in this instance . your comment cheapen the value of life .	1
fish to amphibian support evidence frmo here : fish / amphibian transition from primitive bony fish to amphibian : paleoniscoids again ( e . g . cheirolepis ) osteolepis - - one of the early crossopterygian lobe - finned fish , still share some character with the lungfish ( the other group of lobe - finned fish ) . have pair fin with a leg - like arrangement of bone , and have an early - amphibian - like skull and teeth . eusthenopteron ( and other rhipidistian crossopterygian fish ) - - intermediate between early crossopterygian fish and the early amphibian . skull very amphibian - like . strong amphibian - like backbone . fin very like early amphibian foot . icthyostegids ( such as icthyostega and icthyostegopsis ) - - terrestrial amphibian with many of eusthenopteron ' s fish feature ( e . g . , the fin ray of the tail be retain ) . some debate about whether icthyostega should be consider a fish or an amphibian ; it be an excellent transitional fossil . labyrinthodont ( e . g . , pholidogaster , pteroplax ) - - still have some icthyostegid feature , but have lose many of the fish feature ( e . g . , the fin ray be go , vertebrae be strong and interlocking , the nasal passage for air intake be well define . ) and while nothing be ever proven 100 % in science , the link between fish and amphibian be pretty conclusive . evidence for dino to bird evolution just keep mount and at present it be the best supported theory . just look at the recent discovery of an oviraptorosaurian dinosaur with 2 egg still in it ' s body , two very bird like egg . see here : dinoeggs so once again , while not proven 100 % , dino to bird evolution be the best supported theory . do you have anything that be well support ? 	0
and i do not have to choose to be homosexual . it be a natural inclination . i choose not to hide or lie about who i be . however you be the one who seem to be under the delusion that be gay be a choice . once again i ask you if it be just a choice then you choose to be gay this moment .	1
so cross jurisdictional escort be a fairly common occurrence in the area . you will note that it be not the local cop talk about not be inform . it be the author of the article whine about it .	1
hold up , your change your argument . you say `` i have never be accost by an arm assailant . hence , i see no reason i need to carry a concealed handgun in order to be brave enough to move about my hometown . `` . this be the reason you give for not carry a firearm , i be simply counter that argument because it do not sound very logical to me , still do not . as to your new statment , i will need more info . what do your consider an `` accidental discharge `` of a firearm . i ask because i do not consider someone pull the trigger to be `` accidental `` and therefore i consider true accidental discharge to be pretty uncommon . yes , for most people i think the chance of be in a car accident be great then the chance of need a gun for self defense . but , i be not sure why that would make a difference . if it be reverse i would still where my seatbelt . god bless	0
that ' s simply not true ;	0
since when be have the gov ' t recognize a marriage a human right ?	1
man , these guy can not even get into the science before they be outright lie . 	0
so do a detailed study of something require that one take a class for it in a university and read book paper write on it by `` real scientist `` ? wow , i never know that . thanx for enlighten me .	1
and yet the post - dunblane handgun ban happen after only one event .	1
and that ' s when her career and popularity take a nosedive . now that she ' s no longer play the activist , she ' s become popular again .	0
you do not consider yourself anymore advance than animal ? not seperated specially in anyway ? if human be nothing but animal , than you have to question your own view and moral . for if we be just animal , than we have no cause or goal . you may as well kill yourself right now . please re - think this idea you have . i understand from your post that you have a hard emotional problem , and i would urge you to please try and answer yourself those question . you be view on this issue be build on hate , and annoyance . what moral do you have to support these view other than - you do not like it . - ?	0
i think that i do not have quite enough tobasco in my bloody mary .	1
and i be correct you . if you be offend then that ' s the break .	1
i think he mean a sycophant .	0
actually , if you bother to pay any attention whatsoever , it actually go against your point entirely . just because wsm and i be both in `` heterosexual `` style relationship , do not change the fact that both of us be indeed homosexual and therefore prof that homosexual do indeed have child , plan or not . mine too be kind of a suprise . i be on the `` pill `` but be also take antibiotic at the time and for anyone who do not already know , antibiotic will completely cancel out the affect of the birth control pill . i be not aware of this at the time and low - and - behold i end up pregnant with my son . p . s . just for general information , i be not take `` the pill `` for birth control reason . not all woman who be prescribe it be even sexually active at all . the birth control pill contain synthetic or naturally dirived female hormone , which for some woman aid them in attain a more regular period . many woman atheletes be prescribed birth control because be extremely athletic can disrupt , postpone or completely do away with a woman ' s natural cycle . take birth control help to `` normalize `` female hormone level . such be my case .	0
and how do this compare to your idea on artificial selection ?	0
it be an acronym for ' y ' oung ' e ' arth ' c ' reationist . in other word . someone who believe that the earth be only 6,000 - 10,000 year old and be create in six day by a be know as god .	0
so you put word in machs mouth . this would be acceptable if you be not do it in a malicious fashion to get some sort of sadistic pleasure but you be instead actually try to get him to explain himself . at any rate it totally disprove your nonsense about how you above me because you do not put word into people mouth because you do the same . you be not be dishonest to start with i admit it would be wrong to deliberately misrepesent you but neither of the circumstance apply here .	0
actually yes , but not for the purpose of ilegal search or seisure , i have active duty military friend . they drop by all the time . obviously your great lack of friend make that idea hard to understand .	1
yes , the horror of voluntarily take order from someone in exchange for monetary reward ! if you hate your job that much , quit . you be not be oppress because someone offer you the option to do something . if you do not like it , do not do it . if you hate trade , you can go wander through the wilderness and eat berry and root .	0
and that ' s why i think you be a troll . there really be not any expert here . there be several who be knowledgable in a variety of topic , but that knowledge seem to me to be the result of be both educate and widely read . it also indicate an ability to reason and an open mind .	1
contraceptive ( for example a condom / the pill ) be not go to last a month effectively . then there ' s the fact that contraceptives , give the above data , can still be 99 % effective , as it do not mention how many pregnancy they have prevent . what do the writer make of this though ? `` accord to this , condom have a high failure rate for pregnancy . ``	0
not bad for a procedure that do not exist .	1
you get it . people make mistake . finally you see that scientist be just as human as religious people .	0
not ! ok , too short , not !	1
and how be your think group any different , you all think alike just as gun owner all think alike . so stop call the kettle black .	0
you know that what you call `` immoralism `` be my life . why do you hate me so much that you would be willing to deny my the happiness that you take forgranted and as your due ? you do not even know me yet you be willing to defame me just because i be different from you . i do not understand how i be run over you by live my life openly and want the same thing as you the right to consider whom i choose to be my family . if you have an opinion about gay right thats fine . if you want to deny me the same right , as you take for grant , because of your opinion and belief though law then that be bigotry .	0
my bad , daewoo . how inconsiderate of me !	1
it ' s not any of my business , but when present information to the reader at large , such topic need to be # # # ing address , something militant pro - abortionist seldom want to bring up . i be actually happy that you have a good operation and think more should go into ensure all woman have the same low risk proceedures when necessary . we be deal with health aspect , all , not just selective . and there may even be thing i be not aware about to consider .	0
what do you mean by this ? could we not have the law treat under - 18 capital offender on an individual basis , determine whether the individual offender in the individual case be sufficiently develop ? also , what would you say to the response that our current law provide that juvenile be sufficiently develop enough to have the responsibility , without parental involvement , to decide whether to obtain an abortion ? be it not a conflict to say juvenile should not be eligible for the death penalty because they be not morally develop enough , but at the same time say juvenile be morally develop enough to decide whether to obtain an abortion without involve their parent ?	0
from your own link it be very clear the nra do not say that or publish that . your clearly very wrong .	0
you know what ? you be start to remind me an awful lot of reverend jackson and reverend phlaeger ( the one who say they be go to kill anyone that do not support their idea of gun control ) . the claimed that a gun shop owner be intentionally violate the law of chicago and sell all kind of weapon to gang member , simply by be one mile outside of the chicago city limit . your entire argument be that since there be firearm dealer within a certain distance to the mexico / america border , then they must obviously be outfit the mexican drug cartel . you have hang yourself with this article you just post , and i be gon na explain why . the atf have say there be 6,700 licensed dealer along the border , mean they know exactly where they be . so why exactly be not the atf go in there and break them up for their illegal activity ? after all if close proximity be an unquestionable sign of guilt , then the atf must know that these guy be equip mexican drug cartel with fully automatic machine gun ( the kind that the american people can not ever get ) and grenade and rocket launcher , and maybe even the odd nuclear warhead . the atf shut down red ' s trading shop on matter as insignificant as typo . so why be not they go in and shut down these rogue dealer if they be do anything wrong ? it ' s illegal to own an automatic weapon of any sort without a federal tax stamp , and it ' s not possible for civilian to own post - ' 86 model automatic weapon , so why be not the atf do something about it if they be break the law ? seriously aussie , what be it , be the atf say `` we know they be break the law , but they be not do anything illegal we can bust them on `` ?	1
no but the fact that infant have brain activity make them a world of difference between a zygote that have no brain activity . they can think and feel and exhibit all the characteristic of other human being . a zygote exhibit none of those characteristic .	0
so you would go with the unknowable argument ? well then this be applicable to your response : so now you have say that god be undefinable or often say `` supernatural `` . t : i believe in god a : what be god ? t : i dont know . then my question to you would be that if you dont know what god be . then what be it that you believe in ?	0
you may not have intend to , but you have give your carte blanche support for a woman to do what ever with her she wish , with regard to her family - and you ' d stick out of it , regardless . also , interestingly , there ' s no man in this ' idealy free ' family of yours .	1
well , both traffic in waste material . many trap be present in each for them to function properly . and do not forget where biological evolution and plumb both lead you - - into a cesspool .	1
hit that one right on the head , symbiote . i ' d like to hear supersport ' s response to this .	1
as point out , with a different physic , chemistry and biology , the universe as we know it would not exist . what be really damaging to the concept of creationism as truth be a list of what we should expect if a flood have occur under the same law of science that be in operation today . one problem with creationism ( i know , you want to ignore the problem ) be that they constantly fall back on miracle in order to do a reset of reality in order to circumvent reality when creationism bump into scientifically impossible event . i do not mean to rain on the parade , but with all that say , it have be do . there be a list of 28 item , originally compile by jim moore , that we should find if the flood happen as per the bible . not even miracle can solve these . that list be follow by further problem that have be compile by ken harding from numerous source . what would we expect to find if the world have flood for more information you can refer to the flood geology faq at to . two item with information that specifically address the question of the op be problem with a global flood , and the geologic column and its implication for the flood .	0
and you still have provide no evidence .	0
he have a bit more basic information about r.a.t.e . on his webpage . to also have a page critique r.a.t.e . methodology . sorry , i know you be look for more substantial personal feedback , but this be some good basic information that do not rely upon a billion link . you also might consider ask this question on iidb . org , and maybe dr . meert will respond to you personally . more importantly , let us not get hang up on analyze the raw empirical data only . for example , if i use a stopwatch to time how long it take for light to flood the room after i turn on the switch , and i come up with 0 . 0 6 s , you can not argue with my empirical data : i time it at 0 . 0 6 s . the fact that human response time be comparatively lousy and that a stopwatch be awful for extremely short time interval be more significant that the stopwatch read itself . this be the primary error that r.a.t.e . make .	0
so if it can be operate by mean other than human control , be you say a dog can operate it , maybe a monkey , thats something we see everyday . you be try to split hair penfold , for a gun to be fire weather robotically , or train a primate to fire one still require human intervention , so stop acting stupid because you be not stupid .	1
well now , there you go . . . . right on ! 	0
gee the thimble wear comic relief slide in .	1
i will have to apologize here , soc . i confuse you with another poster who also use christ in his handle . you do not run from the topic because you be not the op of that thread . sorry about that . if you ' d still like to approach that thread , i will respond and provide the link , but all reader should be clear that my accusation that soc scamper away be mistake , and any willingness to address the argument would be solely to soc ' s credit .	0
so we agree . what i want to know be why the vocal homosexual ' lobby ' insists on the term `` marriage ? `` emclean , the sanctity of marriage would not be the only thing about marriage to be ( harm ? ) change . the whole definition of marriage would change , too .	0
well , i have not mutate into some other specie last time i check .	1
that ' s not evolution . life have evolve in the lab , many time .	0
well . you can apparently read , but what you have apparently choose to read - and accept - say much .	1
i be not aware that the police use violence in arrest any of the people discuss in this case . besides , i be not discuss personal morality here , i be discuss what should be legal , and what be practical in a society where not everyone share the same moral view . government be there to apply limit to what be permit , base on the will of the people .	0
the fear of god ? what god ? only yours or any god ? how about the fear of something great than yourself ? would that be progress ? i be not try to inform you or anyone else of anything at this time . i post thread originally to get reaction to it so that i could better judge whether those view be valid or not . as a side affect people may be influence by the debate that happen here , but i be do this for myself more than i be for anyone else . so do not think i be try to push anyone to believe anything , although i do wish for people to question their own view as a way to best understand what they believe in and why they believe it . base on the way you post here , it be my guess you be unwilling to do that in the case present here .	0
yes . it ' s call global dimming , and yes , i trust mainstream scientific organization . if you know anything about science , scientist usuallyspeak in term of coulds , possibliites , and likely , because science be not 100 % and scientific fact be not absolute . they be largely evidence - supported conjecture . you can not prove anything 100 % . they be give reasonable estimate . that ' s how climatology work .	1
wow , you prove the big bang to be a big dud ? i do not see this clear refutation of a longheld scientific theory write up in any of the peer review scientific journal . i must have overlook it . can you give the reference to your article ?	1
hmm . interesting . where do this inalianable right derive from and how do it really work ? i mean , clearly you can not create your own army call islamic jihad of al queda supporter and start to develop weapon of mass destruction on your own farm , regardless if that organisation actually interfer with someone else . as for bootlick please drop the rethorics and explain how you mean instead .	1
bingo . old fossil can be corrupt ( contaminate , to be precise ) by contact anything from human skin to pollen in the air . this would add a relatively large amount of carbon to the fossil and would indicate that the fossil be recent . it ' s not hard to imagine this happening in the hand of inexperienced scientist . cough creationists cough 	1
how be that silly ? you do realize that the vast majority of firearm use in crime be steal no ? and many of those be steal from legal buyer . while it be a poor argument to argue that firearm should be ban for that primary reason , the underlie principle of control over supply be hardly silly . unless you think that control over nuclear weapon be silly . maybe you would . after all , you be isly .	0
and yet the article be about a legal matter .	0
oh , good , i get to do this again ! they be not christian , just like judge jones be not a lutheran . ( your foot should still be in your mouth over that one , but you never learn . ) they be all phony , be not they , marc ? lucky for marc , he can accurately assess people ' s belief system without know the slight thing about their belief . but i have this `` power , `` too : marc be an atheist . sure , he say all this fundie christian stuff , but he ' s really an atheist . i know it in my heart because my own belief system , infallible and base upon the teaching of god himself , tell me so . i know , because i know christian , and marc ' s not a christian . he ' s just a big phony . and there you go . atheist . clearly , i have correctly label you , and you be nothing but a false teacher . pathetic , marc . absolutely , positively pathetic .	1
i take it you have no understanding of science , much less the scientific method ?	1
